Insect species,Plant species,Pollen grains
Apis mellifera,Ulex minor,31
Colletes succinctus,Ulex minor,31
Bombus lucorum/terrestris,Calluna vulgaris,31
Bombus lucorum/terrestris,Erica cinerea,32
Metasyrphus corollae,Calluna vulgaris,32
Metasyrphus corollae,Calluna vulgaris,32
Bombus lucorum/terrestris,Ulex minor,32
Apis mellifera,Erica tetralix,32
Colletes succinctus,Ulex minor,32
Metasyrphus corollae,Calluna vulgaris,33
Bombus humilis,Erica tetralix,33
Bombus lucorum/terrestris,Ulex minor,33.9
Bombus lucorum/terrestris,Ulex minor,33.9
Apis mellifera,Erica tetralix,34
Bombus humilis,Erica tetralix,34
Bombus lapidarius,Erica cinerea,35
Metasyrphus corollae,Calluna vulgaris,35
Metasyrphus corollae,Calluna vulgaris,35
Bombus pascuorum,Erica cinerea,35
Metasyrphus corollae,Calluna vulgaris,36
Andrena ovatula,Erica tetralix,37
Metasyrphus corollae,Hypochaeris glabra,37
Bombus humilis,Calluna vulgaris,37
Bombus lucorum/terrestris,Ulex gallii,37
Bombus lapidarius,Calluna vulgaris,38
Pollenia amentaria,Calluna vulgaris,38
Metasyrphus corollae,Calluna vulgaris,38
Apis mellifera,Erica cinerea,40
Bombus lucorum/terrestris,Erica cinerea,40
Bombus jonellus,Erica cinerea,40
Bombus lucorum/terrestris,Erica cinerea,40
Colletes succinctus,Ulex minor,40
Episyrphus balteatus,Ulex minor,40
Apis mellifera,Erica cinerea,41
Bombus lucorum/terrestris,Erica cinerea,41
Apis mellifera,Erica tetralix,41
Bombus pascuorum,Calluna vulgaris,41
Episyrphus balteatus,Calluna vulgaris,42
Colletes succinctus,Ulex minor,42
Bombus humilis,Erica cinerea,42
Bombus lucorum/terrestris,Erica tetralix,43
Bombus lucorum/terrestris,Calluna vulgaris,44
Rhagonycha fulva,Calluna vulgaris,45
Bombus lapidarius,Erica cinerea,45
Colletes succinctus,Ulex gallii,45
Apis mellifera,Erica cinerea,46
Andrena ovatula,Calluna vulgaris,46
Bombus lucorum/terrestris,Erica cinerea,46
Bombus lucorum/terrestris,Erica cinerea,46
Bombus lucorum/terrestris,Erica tetralix,46
Eristalis tenax,Hypochaeris glabra,46
Metasyrphus corollae,Calluna vulgaris,46
Lucilia richardsi,Calluna vulgaris,46
Metasyrphus corollae,Calluna vulgaris,47
Apis mellifera,Erica cinerea,48
Bombus lucorum/terrestris,Calluna vulgaris,48
Bombus lucorum/terrestris,Calluna vulgaris,48
Bombus lucorum/terrestris,Erica cinerea,48
Bombus lucorum/terrestris,Erica cinerea,49
Bombus lucorum/terrestris,Erica tetralix,49
Colletes succinctus,Ulex minor,49
Bombus lucorum/terrestris,Ulex minor,50
Apis mellifera,Ulex gallii,50
Bombus lucorum/terrestris,Calluna vulgaris,51
Metasyrphus corollae,Calluna vulgaris,51
Metasyrphus corollae,Calluna vulgaris,52
Bombus lucorum/terrestris,Erica cinerea,52.4
Apis mellifera,Erica cinerea,53
Metasyrphus luniger,Calluna vulgaris,53
Bombus pascuorum,Ulex gallii,53
Colletes succinctus,Ulex minor,53
Linnaemyia vulpina,Calluna vulgaris,54
Bombus lucorum/terrestris,Calluna vulgaris,54
Apis mellifera,Ulex gallii,54
Apis mellifera,Erica cinerea,55
Sarcophaga indet.,Calluna vulgaris,55
Apis mellifera,Erica cinerea,56
Bombus lucorum/terrestris,Ulex europaeus,56
Bombus lucorum/terrestris,Ulex europaeus,56
Bombus lucorum/terrestris,Ulex minor,57
Bombus lucorum/terrestris,Ulex minor,58
Metasyrphus corollae,Calluna vulgaris,58
Bombus pascuorum,Erica cinerea,59
Sarcophaga carnaria,Calluna vulgaris,60
Bombus lucorum/terrestris,Ulex gallii,60
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus lucorum/terrestris,Ulex minor,60.6
Bombus pascuorum,Ulex minor,61
Apis mellifera,Erica cinerea,61
Apis mellifera,Calluna vulgaris,61
Bombus lapidarius,Erica cinerea,62
Bombus lucorum/terrestris,Calluna vulgaris,62
Metasyrphus corollae,Calluna vulgaris,62
Apis mellifera,Ulex gallii,63
Bombus pascuorum,Erica cinerea,64
Bombus lucorum/terrestris,Calluna vulgaris,65
Bombus lucorum/terrestris,Ulex gallii,65
Bombus lucorum/terrestris,Ulex minor,65.8
Bombus lucorum/terrestris,Ulex minor,65.8
Bombus lucorum/terrestris,Ulex minor,65.8
Bombus lucorum/terrestris,Ulex minor,65.8
Bombus lucorum/terrestris,Ulex minor,65.8
Bombus lucorum/terrestris,Ulex minor,65.8
Bombus lucorum/terrestris,Erica cinerea,67
Bombus lucorum/terrestris,Erica cinerea,68
Bombus lucorum/terrestris,Erica tetralix,68
Bombus pascuorum,Calluna vulgaris,68
Bombus jonellus,Erica cinerea,68
Metasyrphus corollae,Calluna vulgaris,71
Bombus pascuorum,Calluna vulgaris,72
Bombus lucorum/terrestris,Erica cinerea,73
Apis mellifera,Erica cinerea,73.5
Apis mellifera,Erica cinerea,73.5
Bombus lucorum/terrestris,Erica tetralix,74
Lucilia sericata,Calluna vulgaris,74
Bombus lucorum/terrestris,Erica cinerea,76
Apis mellifera,Calluna vulgaris,76
Bombus jonellus,Calluna vulgaris,76
Apis mellifera,Ulex gallii,76
Apis mellifera,Calluna vulgaris,77
Bombus lucorum/terrestris,Erica cinerea,77
Rhagonycha fulva,Calluna vulgaris,77
Bombus lucorum/terrestris,Erica cinerea,78
Sarcophaga carnaria,Calluna vulgaris,78
Eristalis tenax,Calluna vulgaris,78
Bombus lucorum/terrestris,Calluna vulgaris,79.8
Metasyrphus corollae,Calluna vulgaris,80
Apis mellifera,Calluna vulgaris,81
Sarcophaga incisilobata,Calluna vulgaris,82
Bombus lucorum/terrestris,Erica cinerea,82
Bombus lapidarius,Erica cinerea,83
Bombus pascuorum,Erica cinerea,83
Bombus lucorum/terrestris,Erica cinerea,84
Eristalis tenax,Calluna vulgaris,84
Episyrphus balteatus,Calluna vulgaris,85
Bombus lucorum/terrestris,Erica tetralix,87
Pollenia amentaria,Calluna vulgaris,88
Bombus lucorum/terrestris,Calluna vulgaris,88
Bombus lucorum/terrestris,Ulex gallii,88
Bombus lucorum/terrestris,Erica cinerea,89
Bombus lucorum/terrestris,Calluna vulgaris,89
Philanthus triangulum,Calluna vulgaris,89
Andrena ovatula,Erica cinerea,91
Bombus lucorum/terrestris,Erica tetralix,92
Apis mellifera,Erica cinerea,92
Bombus lucorum/terrestris,Erica cinerea,92
Apis mellifera,Erica cinerea,94
Bombus lucorum/terrestris,Erica cinerea,95
Bombus lucorum/terrestris,Calluna vulgaris,96
Bombus pascuorum,Calluna vulgaris,96
Andrena ovatula,Erica cinerea,97
Metasyrphus corollae,Calluna vulgaris,97
Bombus jonellus,Erica cinerea,98
Bombus lucorum/terrestris,Erica cinerea,102
Bombus lucorum/terrestris,Calluna vulgaris,102
Bombus lucorum/terrestris,Erica cinerea,102
Andrena ovatula,Erica cinerea,104
Andrena ovatula,Erica cinerea,105
Bombus pascuorum,Ulex minor,107
Apis mellifera,Erica cinerea,108
Bombus lucorum/terrestris,Erica cinerea,109
Bombus lucorum/terrestris,Calluna vulgaris,110
Apis mellifera,Erica cinerea,111
Bombus lucorum/terrestris,Ulex minor,111
Bombus pascuorum,Ulex minor,111
Bombus humilis,Erica cinerea,112
Bombus lucorum/terrestris,Ulex gallii,112
Bombus lucorum/terrestris,Erica cinerea,112
Bombus jonellus,Erica cinerea,113
Bombus jonellus,Calluna vulgaris,113
Apis mellifera,Erica cinerea,114
Bombus lucorum/terrestris,Ulex europaeus,115
Metasyrphus corollae,Calluna vulgaris,116
Bombus lucorum/terrestris,Erica cinerea,116
Helophilus pendulus,Calluna vulgaris,117
Apis mellifera,Ulex minor,120
Colletes succinctus,Ulex minor,120
Bombus lucorum/terrestris,Erica tetralix,125
Apis mellifera,Erica cinerea,126
Bombus lucorum/terrestris,Calluna vulgaris,126
Bombus pascuorum,Ulex minor,128
Apis mellifera,Erica cinerea,129
Apis mellifera,Erica cinerea,132
Bombus lucorum/terrestris,Ulex gallii,132
Metasyrphus corollae,Calluna vulgaris,132
Bombus lucorum/terrestris,Ulex europaeus,133
Bombus lucorum/terrestris,Calluna vulgaris,139
Apis mellifera,Erica cinerea,142
Bombus lucorum/terrestris,Calluna vulgaris,143
Apis mellifera,Ulex gallii,143
Bombus lucorum/terrestris,Erica cinerea,145
Bombus lucorum/terrestris,Erica cinerea,146.9
Bombus lucorum/terrestris,Erica cinerea,146.9
Apis mellifera,Calluna vulgaris,151.8
Apis mellifera,Calluna vulgaris,151.8
Bombus lucorum/terrestris,Calluna vulgaris,152
Bombus lucorum/terrestris,Calluna vulgaris,152
Bombus lucorum/terrestris,Calluna vulgaris,154
Bombus lucorum/terrestris,Calluna vulgaris,154
Bombus lucorum/terrestris,Erica tetralix,154
Bombus lucorum/terrestris,Calluna vulgaris,157
Apis mellifera,Calluna vulgaris,157
Bombus lucorum/terrestris,Calluna vulgaris,158
Vespula rufa,Calluna vulgaris,159
Bombus lucorum/terrestris,Ulex gallii,161.5
Bombus lucorum/terrestris,Ulex gallii,161.5
Bombus lucorum/terrestris,Ulex gallii,161.5
Bombus lucorum/terrestris,Ulex gallii,161.5
Bombus lucorum/terrestris,Ulex gallii,161.5
Bombus lucorum/terrestris,Ulex gallii,161.5
Andrena ovatula,Ulex europaeus,162
Bombus lucorum/terrestris,Calluna vulgaris,163
Bombus lucorum/terrestris,Erica cinerea,164
Bombus lucorum/terrestris,Erica tetralix,164
Bombus pascuorum,Ulex gallii,165
Bombus lucorum/terrestris,Calluna vulgaris,167
Bombus lucorum/terrestris,Ulex gallii,169
Andrena ovatula,Ulex minor,170
Metasyrphus corollae,Calluna vulgaris,172
Metasyrphus luniger,Calluna vulgaris,173
Bombus lucorum/terrestris,Ulex minor,177
Bombus pascuorum,Erica tetralix,179
Bombus lucorum/terrestris,Calluna vulgaris,179
Andrena ovatula,Erica tetralix,180
Andrena ovatula,Erica tetralix,180
Bombus lucorum/terrestris,Calluna vulgaris,181
Bombus pascuorum,Calluna vulgaris,181
Bombus pascuorum,Calluna vulgaris,182
Bombus lapidarius,Erica cinerea,183
Bombus lucorum/terrestris,Erica cinerea,191
Bombus jonellus,Calluna vulgaris,195
Bombus lapidarius,Ulex minor,198
Bombus lucorum/terrestris,Hypochaeris glabra,199.5
Bombus lucorum/terrestris,Hypochaeris glabra,199.5
Bombus lucorum/terrestris,Calluna vulgaris,203
Bombus lucorum/terrestris,Ulex gallii,207
Bombus lucorum/terrestris,Ulex minor,223
Bombus pascuorum,Ulex gallii,223
Bombus humilis,Calluna vulgaris,224
Andrena ovatula,Ulex europaeus,225
Bombus pascuorum,Ulex minor,225
Bombus lucorum/terrestris,Erica cinerea,226
Bombus lucorum/terrestris,Erica cinerea,227
Andrena ovatula,Calluna vulgaris,230
Bombus pascuorum,Calluna vulgaris,230
Apis mellifera,Calluna vulgaris,231
Apis mellifera,Erica cinerea,235
Bombus lucorum/terrestris,Calluna vulgaris,240
Bombus pascuorum,Ulex minor,247
Bombus pascuorum,Ulex gallii,252
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Bombus lucorum/terrestris,Erica cinerea,255.8
Metasyrphus corollae,Calluna vulgaris,256
Helophilus pendulus,Calluna vulgaris,268
Bombus pascuorum,Ulex gallii,268
Apis mellifera,Calluna vulgaris,270
Bombus lucorum/terrestris,Calluna vulgaris,271
Apis mellifera,Calluna vulgaris,271
Bombus lucorum/terrestris,Ulex minor,271
Bombus lucorum/terrestris,Erica cinerea,277
Bombus jonellus,Calluna vulgaris,281
Bombus pascuorum,Ulex gallii,288
Apis mellifera,Ulex minor,288
Colletes succinctus,Ulex minor,299
Bombus lucorum/terrestris,Ulex gallii,305
Apis mellifera,Calluna vulgaris,305
Bombus lucorum/terrestris,Ulex europaeus,305
Apis mellifera,Ulex minor,319
Bombus lapidarius,Calluna vulgaris,322
Bombus lucorum/terrestris,Erica cinerea,327
Bombus lucorum/terrestris,Calluna vulgaris,327
Apis mellifera,Calluna vulgaris,330
Bombus lucorum/terrestris,Calluna vulgaris,332.4
Bombus lucorum/terrestris,Calluna vulgaris,332.4
Apis mellifera,Calluna vulgaris,334
Andrena ovatula,Ulex minor,340
Bombus lucorum/terrestris,Erica tetralix,343
Bombus lucorum/terrestris,Erica tetralix,343
Apis mellifera,Calluna vulgaris,355
Bombus humilis,Ulex gallii,356
Bombus pascuorum,Ulex gallii,360
Bombus lucorum/terrestris,Calluna vulgaris,377
Bombus lucorum/terrestris,Calluna vulgaris,378
Bombus lucorum/terrestris,Ulex minor,387
Bombus jonellus,Calluna vulgaris,390
Bombus lucorum/terrestris,Ulex minor,391
Colletes succinctus,Ulex gallii,392
Bombus lapidarius,Ulex minor,395
Bombus lucorum/terrestris,Calluna vulgaris,398
Bombus lucorum/terrestris,Calluna vulgaris,401
Apis mellifera,Calluna vulgaris,403
Bombus lucorum/terrestris,Ulex gallii,412
Apis mellifera,Ulex minor,414
Bombus lucorum/terrestris,Calluna vulgaris,429
Bombus lucorum/terrestris,Ulex minor,434
Apis mellifera,Calluna vulgaris,436
Bombus lucorum/terrestris,Calluna vulgaris,438
Bombus lucorum/terrestris,Erica tetralix,464
Colletes succinctus,Calluna vulgaris,469
Bombus lucorum/terrestris,Ulex europaeus,472
Apis mellifera,Calluna vulgaris,497
Apis mellifera,Ulex gallii,501
Bombus lucorum/terrestris,Ulex minor,511
Colletes succinctus,Calluna vulgaris,520
Apis mellifera,Calluna vulgaris,520
Bombus lucorum/terrestris,Calluna vulgaris,538
Apis mellifera,Ulex gallii,549
Bombus lucorum/terrestris,Calluna vulgaris,549
Apis mellifera,Ulex gallii,550
Colletes succinctus,Calluna vulgaris,589
Bombus lucorum/terrestris,Ulex gallii,597
Colletes succinctus,Ulex gallii,598
Bombus lucorum/terrestris,Ulex minor,610
Bombus lucorum/terrestris,Calluna vulgaris,610
Bombus lucorum/terrestris,Ulex gallii,621
Apis mellifera,Calluna vulgaris,622
Bombus lucorum/terrestris,Calluna vulgaris,645
Bombus lucorum/terrestris,Calluna vulgaris,652
Bombus lucorum/terrestris,Calluna vulgaris,655
Apis mellifera,Calluna vulgaris,667
Bombus lucorum/terrestris,Erica tetralix,674
Colletes succinctus,Calluna vulgaris,686
Bombus lapidarius,Ulex gallii,690
Bombus lucorum/terrestris,Ulex gallii,692
Bombus lucorum/terrestris,Calluna vulgaris,699
Bombus lucorum/terrestris,Calluna vulgaris,699
Bombus lucorum/terrestris,Ulex gallii,702
Colletes succinctus,Ulex gallii,702
Colletes succinctus,Ulex minor,704
Bombus lucorum/terrestris,Calluna vulgaris,727
Lasioglossum prasinum,Erica cinerea,728
Bombus jonellus,Calluna vulgaris,756
Bombus pascuorum,Ulex gallii,778
Bombus jonellus,Erica tetralix,798
Bombus lucorum/terrestris,Ulex minor,801
Bombus lucorum/terrestris,Calluna vulgaris,809
Bombus lucorum/terrestris,Calluna vulgaris,821
Bombus lucorum/terrestris,Erica cinerea,829
Bombus lucorum/terrestris,Calluna vulgaris,848
Colletes succinctus,Ulex minor,852
Bombus lucorum/terrestris,Calluna vulgaris,870
Bombus lucorum/terrestris,Calluna vulgaris,879
Colletes succinctus,Calluna vulgaris,891
Bombus lucorum/terrestris,Ulex gallii,903
Bombus lucorum/terrestris,Calluna vulgaris,906
Bombus humilis,Ulex gallii,934
Apis mellifera,Calluna vulgaris,970
Bombus lucorum/terrestris,Ulex gallii,980
Colletes succinctus,Calluna vulgaris,997
Bombus lucorum/terrestris,Ulex gallii,1014
Bombus lucorum/terrestris,Calluna vulgaris,1015
Apis mellifera,Ulex minor,1030
Bombus lucorum/terrestris,Calluna vulgaris,1030.5
Bombus lucorum/terrestris,Calluna vulgaris,1030.5
Bombus lucorum/terrestris,Calluna vulgaris,1030.5
Bombus lucorum/terrestris,Calluna vulgaris,1030.5
Bombus lucorum/terrestris,Calluna vulgaris,1030.5
Bombus lucorum/terrestris,Calluna vulgaris,1030.5
Bombus lucorum/terrestris,Ulex gallii,1041
Bombus lucorum/terrestris,Calluna vulgaris,1059
Apis mellifera,Calluna vulgaris,1094
Apis mellifera,Ulex gallii,1096
Apis mellifera,Ulex minor,1108
Bombus lucorum/terrestris,Calluna vulgaris,1111
Bombus lucorum/terrestris,Erica tetralix,1126
Apis mellifera,Ulex gallii,1149
Bombus lucorum/terrestris,Ulex gallii,1151
Bombus lucorum/terrestris,Ulex gallii,1172
Apis mellifera,Ulex minor,1172
Bombus lucorum/terrestris,Calluna vulgaris,1180
Bombus lucorum/terrestris,Calluna vulgaris,1209
Bombus lucorum/terrestris,Calluna vulgaris,1227
Bombus lucorum/terrestris,Ulex gallii,1229
Bombus lucorum/terrestris,Calluna vulgaris,1236
Bombus lucorum/terrestris,Ulex gallii,1240
Bombus lucorum/terrestris,Calluna vulgaris,1251
Colletes succinctus,Calluna vulgaris,1258
Bombus lucorum/terrestris,Calluna vulgaris,1351
Bombus lucorum/terrestris,Calluna vulgaris,1393
Andrena ovatula,Ulex minor,1412
Apis mellifera,Ulex minor,1413
Bombus humilis,Ulex minor,1423
Bombus lucorum/terrestris,Calluna vulgaris,1434
Bombus lucorum/terrestris,Calluna vulgaris,1448
Bombus lucorum/terrestris,Ulex gallii,1529
Bombus lucorum/terrestris,Hypochaeris glabra,1596
Andrena ovatula,Ulex minor,1627
Apis mellifera,Ulex gallii,1654
Bombus lucorum/terrestris,Ulex gallii,1719
Colletes succinctus,Ulex gallii,1830
Bombus lapidarius,Erica tetralix,1880
Colletes succinctus,Ulex gallii,1983
Apis mellifera,Ulex minor,1993
Bombus lucorum/terrestris,Ulex gallii,1997
Apis mellifera,Ulex gallii,2018
Bombus lucorum/terrestris,Ulex gallii,2024
Bombus lucorum/terrestris,Calluna vulgaris,2062
Andrena ovatula,Ulex minor,2113
Lasioglossum prasinum,Calluna vulgaris,2210
Colletes succinctus,Calluna vulgaris,2280
Colletes succinctus,Calluna vulgaris,2286
Andrena fuscipes,Calluna vulgaris,2317
Andrena ovatula,Ulex minor,2710
Colletes succinctus,Calluna vulgaris,2859
Colletes succinctus,Calluna vulgaris,2966
Bombus lucorum/terrestris,Ulex gallii,2973
Andrena fuscipes,Calluna vulgaris,3012
Colletes succinctus,Calluna vulgaris,3297
Colletes succinctus,Calluna vulgaris,3372
Andrena ovatula,Ulex minor,3666
Colletes succinctus,Calluna vulgaris,4152
Colletes succinctus,Ulex gallii,4260
Bombus lucorum/terrestris,Ulex gallii,4689
Bombus lucorum/terrestris,Calluna vulgaris,4822
Andrena fuscipes,Calluna vulgaris,5553
Colletes succinctus,Calluna vulgaris,6108
Colletes succinctus,Calluna vulgaris,9384
Bombus muscorum,Rhododendron ponticum,5
Coleoptera indet. 3,Ulex europaeus,5
Rhagonycha fulva,Erica tetralix,5
Apis mellifera,Ulex minor,5
Bombus lucorum/terrestris,Calluna vulgaris,5
Bombus lucorum/terrestris,Calluna vulgaris,5
Apis mellifera,Erica cinerea,5
Episyrphus balteatus,Calluna vulgaris,5
Metasyrphus corollae,Calluna vulgaris,5
Apis mellifera,Ulex minor,5
Apis mellifera,Erica tetralix,5
Apis mellifera,Ulex minor,5
Apis mellifera,Ulex gallii,5
Bombus pascuorum,Erica cinerea,5
Hydrophoria lancifer,Calluna vulgaris,5
Bombus humilis,Ulex minor,5
Coleoptera indet. 2,Rumex acetosella,6
Bombus lucorum/terrestris,Ulex minor,6
Bombus lucorum/terrestris,Ulex minor,6
Bombus lucorum/terrestris,Calluna vulgaris,6
Apis mellifera,Ulex minor,6
Metasyrphus corollae,Calluna vulgaris,6
Metasyrphus corollae,Calluna vulgaris,6
Bombus lucorum/terrestris,Ulex minor,6
Apis mellifera,Ulex minor,6
Apis mellifera,Ulex gallii,6
Apis mellifera,Calluna vulgaris,6
Apis mellifera,Ulex minor,6
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Ulex gallii,6.3
Apis mellifera,Erica tetralix,7
Apis mellifera,Ulex gallii,7
Apis mellifera,Ulex gallii,7
Apis mellifera,Ulex gallii,7
Apis mellifera,Ulex gallii,7
Bombus pascuorum,Erica tetralix,7
Episyrphus balteatus,Calluna vulgaris,7
Bombus lapidarius,Calluna vulgaris,7
Apis mellifera,Ulex minor,7
Apis mellifera,Ulex gallii,7.8
Apis mellifera,Ulex gallii,7.8
Apis mellifera,Ulex gallii,7.8
Apis mellifera,Ulex gallii,7.8
Apis mellifera,Erica tetralix,8
Apis mellifera,Erica tetralix,8
Apis mellifera,Erica tetralix,8
Apis mellifera,Erica cinerea,8
Apis mellifera,Ulex minor,8
Apis mellifera,Erica cinerea,8
Apis mellifera,Erica tetralix,8
Bombus pascuorum,Erica tetralix,8
Bombus jonellus,Ulex minor,8
Apis mellifera,Calluna vulgaris,8
Bombus lucorum/terrestris,Erica cinerea,9
Bombus lucorum/terrestris,Erica tetralix,9
Bombus lucorum/terrestris,Ulex minor,9
